seq,handle,status,api_address,module,document,interface_group,action,node_name,full_path,source_file
093,d7dbc40,OK,U8API/RedRetaildailyreport/Load,销售管理理单事务)r,红字零售日报存日志r,服务接口存日志r,装载单据,装载单据存日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/红字零售日报存日志r/服务接口存日志r/装载单据存日志r,parts/093_d7dbc40_装载单据存日志r.txt
094,d7db7c0,OK,U8API/RedRetaildailyreport/Save,销售管理理单事务)r,红字零售日报存日志r,服务接口存日志r,新增或修改,新增或修改存日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/红字零售日报存日志r/服务接口存日志r/新增或修改存日志r,parts/094_d7db7c0_新增或修改存日志r.txt
095,d7dc0f0,OK,U8API/RedSpecialInvoice/Audit,销售管理理单事务)r,红字专用发票存日志r,服务接口存日志r,审核或弃审,审核或弃审存日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/红字专用发票存日志r/服务接口存日志r/审核或弃审存日志r,parts/095_d7dc0f0_审核或弃审存日志r.txt
096,d7dbe20,OK,U8API/RedSpecialInvoice/Delete,销售管理理单事务)r,红字专用发票存日志r,服务接口存日志r,删除单据,删除单据存日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/红字专用发票存日志r/服务接口存日志r/删除单据存日志r,parts/096_d7dbe20_删除单据存日志r.txt
097,d7dbe50,OK,U8API/RedSpecialInvoice/Load,销售管理理单事务)r,红字专用发票存日志r,服务接口存日志r,装载单据,装载单据存日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/红字专用发票存日志r/服务接口存日志r/装载单据存日志r,parts/097_d7dbe50_装载单据存日志r.txt
098,d7dc120,OK,U8API/RedSpecialInvoice/Save,销售管理理单事务)r,红字专用发票存日志r,服务接口存日志r,新增或修改,新增或修改存日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/红字专用发票存日志r/服务接口存日志r/新增或修改存日志r,parts/098_d7dc120_新增或修改存日志r.txt
099,d7dc6c0,OK,U8API/Retaildailyreport/Audit,销售管理理单事务)r,零售日报存日志r,服务接口存日志r,审核或弃审,审核或弃审存日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/零售日报存日志r/服务接口存日志r/审核或弃审存日志r,parts/099_d7dc6c0_审核或弃审存日志r.txt
100,d7dc360,OK,U8API/Retaildailyreport/Delete,销售管理理单事务)r,零售日报存日志r,服务接口存日志r,删除单据,删除单据存日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/零售日报存日志r/服务接口存日志r/删除单据存日志r,parts/100_d7dc360_删除单据存日志r.txt
101,d7dc660,OK,U8API/Retaildailyreport/Load,销售管理理单事务)r,零售日报存日志r,服务接口存日志r,装载单据,装载单据存日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/零售日报存日志r/服务接口存日志r/装载单据存日志r,parts/101_d7dc660_装载单据存日志r.txt
102,d7dc480,OK,U8API/Retaildailyreport/Save,销售管理理单事务)r,零售日报存日志r,服务接口存日志r,新增或修改,新增或修改存日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/零售日报存日志r/服务接口存日志r/新增或修改存日志r,parts/102_d7dc480_新增或修改存日志r.txt
103,d7dc9c0,OK,U8API/ReturnOrder/Audit,销售管理理单事务)r,退货单改存日志r,服务接口事件日志r,审核或弃审,审核或弃审件日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/退货单改存日志r/服务接口事件日志r/审核或弃审件日志r,parts/103_d7dc9c0_审核或弃审件日志r.txt
104,d7dcbd0,OK,U8API/ReturnOrder/Delete,销售管理理单事务)r,退货单改存日志r,服务接口事件日志r,删除单据,删除单据件日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/退货单改存日志r/服务接口事件日志r/删除单据件日志r,parts/104_d7dcbd0_删除单据件日志r.txt
105,d7dcc00,OK,U8API/ReturnOrder/Load,销售管理理单事务)r,退货单改存日志r,服务接口事件日志r,装载单据,装载单据件日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/退货单改存日志r/服务接口事件日志r/装载单据件日志r,parts/105_d7dcc00_装载单据件日志r.txt
106,d7dcc90,OK,U8API/ReturnOrder/Save,销售管理理单事务)r,退货单改存日志r,服务接口事件日志r,新增或修改,新增或修改件日志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/退货单改存日志r/服务接口事件日志r/新增或修改件日志r,parts/106_d7dcc90_新增或修改件日志r.txt
107,d7dd950,OK,U8API/SaleOrder/Audit,销售管理理单事务)r,销售订单件日志r,服务接口锁日志志r,审核或弃审,审核或弃审日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/销售订单件日志r/服务接口锁日志志r/审核或弃审日志志r,parts/107_d7dd950_审核或弃审日志志r.txt
108,d7dd6e0,OK,U8API/SaleOrder/Delete,销售管理理单事务)r,销售订单件日志r,服务接口锁日志志r,删除单据,删除单据日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/销售订单件日志r/服务接口锁日志志r/删除单据日志志r,parts/108_d7dd6e0_删除单据日志志r.txt
109,d7dd980,OK,U8API/SaleOrder/Load,销售管理理单事务)r,销售订单件日志r,服务接口锁日志志r,装载单据,装载单据日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/销售订单件日志r/服务接口锁日志志r/装载单据日志志r,parts/109_d7dd980_装载单据日志志r.txt
110,d7dd740,OK,U8API/SaleOrder/Save,销售管理理单事务)r,销售订单件日志r,服务接口锁日志志r,新增或修改,新增或修改日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/销售订单件日志r/服务接口锁日志志r/新增或修改日志志r,parts/110_d7dd740_新增或修改日志志r.txt
111,d7dd890,OK,U8API/SaleOrder/Lock,销售管理理单事务)r,销售订单件日志r,服务接口锁日志志r,锁定或解锁日志志r,锁定或解锁日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/销售订单件日志r/服务接口锁日志志r/锁定或解锁日志志r,parts/111_d7dd890_锁定或解锁日志志r.txt
112,d7dd9b0,OK,U8API/SaleOrder/Close,销售管理理单事务)r,销售订单件日志r,服务接口锁日志志r,关闭或打开,关闭或打开日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/销售订单件日志r/服务接口锁日志志r/关闭或打开日志志r,parts/112_d7dd9b0_关闭或打开日志志r.txt
113,d7ddda0,OK,U8API/SaleQuotation/Audit,销售管理理单事务)r,销售报价单日志志r,服务接口存日志志r,审核或弃审,审核或弃审存日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/销售报价单日志志r/服务接口存日志志r/审核或弃审存日志志r,parts/113_d7ddda0_审核或弃审存日志志r.txt
114,d7dde00,OK,U8API/SaleQuotation/Delete,销售管理理单事务)r,销售报价单日志志r,服务接口存日志志r,删除单据,删除单据存日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/销售报价单日志志r/服务接口存日志志r/删除单据存日志志r,parts/114_d7dde00_删除单据存日志志r.txt
115,d7de340,OK,U8API/SaleQuotation/Load,销售管理理单事务)r,销售报价单日志志r,服务接口存日志志r,装载单据,装载单据存日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/销售报价单日志志r/服务接口存日志志r/装载单据存日志志r,parts/115_d7de340_装载单据存日志志r.txt
116,d7de3d0,OK,U8API/SaleQuotation/Save,销售管理理单事务)r,销售报价单日志志r,服务接口存日志志r,新增或修改,新增或修改存日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/销售报价单日志志r/服务接口存日志志r/新增或修改存日志志r,parts/116_d7de3d0_新增或修改存日志志r.txt
117,d7dec10,OK,U8API/SpecialInvoice/Audit,销售管理理单事务)r,专用发票存日志志r,服务接口存日志志r,审核或弃审,审核或弃审存日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/专用发票存日志志r/服务接口存日志志r/审核或弃审存日志志r,parts/117_d7dec10_审核或弃审存日志志r.txt
118,d7de6d0,OK,U8API/SpecialInvoice/Delete,销售管理理单事务)r,专用发票存日志志r,服务接口存日志志r,删除单据,删除单据存日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/专用发票存日志志r/服务接口存日志志r/删除单据存日志志r,parts/118_d7de6d0_删除单据存日志志r.txt
119,d7de730,OK,U8API/SpecialInvoice/Load,销售管理理单事务)r,专用发票存日志志r,服务接口存日志志r,装载单据,装载单据存日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/专用发票存日志志r/服务接口存日志志r/装载单据存日志志r,parts/119_d7de730_装载单据存日志志r.txt
120,d7de880,OK,U8API/SpecialInvoice/Save,销售管理理单事务)r,专用发票存日志志r,服务接口存日志志r,新增或修改,新增或修改存日志志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/专用发票存日志志r/服务接口存日志志r/新增或修改存日志志r,parts/120_d7de880_新增或修改存日志志r.txt
121,d7deb50,OK,U8API/SA/SAVoucher_Audit,销售管理理单事务)r,服务接口存日志志r,销售单据审核或弃审志r,销售单据审核或弃审,销售单据审核或弃审志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/服务接口存日志志r/销售单据审核或弃审志r,parts/121_d7deb50_销售单据审核或弃审志r.txt
122,d7de7c0,OK,U8API/SA/SAVoucher_Delete,销售管理理单事务)r,服务接口存日志志r,销售单据删除弃审志r,销售单据删除,销售单据删除弃审志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/服务接口存日志志r/销售单据删除弃审志r,parts/122_d7de7c0_销售单据删除弃审志r.txt
123,d7dea30,OK,U8API/SA/SAVoucher_Load,销售管理理单事务)r,服务接口存日志志r,销售单据装载弃审志r,销售单据装载,销售单据装载弃审志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/服务接口存日志志r/销售单据装载弃审志r,parts/123_d7dea30_销售单据装载弃审志r.txt
124,d7de820,OK,U8API/SA/SAVoucher_Save,销售管理理单事务)r,服务接口存日志志r,销售单据新增和修改志r,销售单据新增和修改,销售单据新增和修改志r,U8API资源管理器/U8API源管理器/销售管理理单事务)r/服务接口存日志志r/销售单据新增和修改志r,parts/124_d7de820_销售单据新增和修改志r.txt
125,d7ced88,OK,U8API/checkvouch/Add,库存管理增和修改志r,盘点单增和修改志r,服务接口和修改志r,添加新单据,添加新单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/盘点单增和修改志r/服务接口和修改志r/添加新单据和修改志r,parts/125_d7ced88_添加新单据和修改志r.txt
126,d87e9e0,OK,U8API/checkvouch/Audit,库存管理增和修改志r,盘点单增和修改志r,服务接口和修改志r,审核单据,审核单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/盘点单增和修改志r/服务接口和修改志r/审核单据和修改志r,parts/126_d87e9e0_审核单据和修改志r.txt
127,d87ebc0,OK,U8API/checkvouch/CancelAudit,库存管理增和修改志r,盘点单增和修改志r,服务接口和修改志r,弃审单据,弃审单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/盘点单增和修改志r/服务接口和修改志r/弃审单据和修改志r,parts/127_d87ebc0_弃审单据和修改志r.txt
128,d87e770,OK,U8API/checkvouch/Delete,库存管理增和修改志r,盘点单增和修改志r,服务接口和修改志r,删除单据,删除单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/盘点单增和修改志r/服务接口和修改志r/删除单据和修改志r,parts/128_d87e770_删除单据和修改志r.txt
129,d87e7d0,OK,U8API/checkvouch/Load,库存管理增和修改志r,盘点单增和修改志r,服务接口和修改志r,装载单据,装载单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/盘点单增和修改志r/服务接口和修改志r/装载单据和修改志r,parts/129_d87e7d0_装载单据和修改志r.txt
130,d87e920,OK,U8API/checkvouch/Update,库存管理增和修改志r,盘点单增和修改志r,服务接口和修改志r,修改单据,修改单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/盘点单增和修改志r/服务接口和修改志r/修改单据和修改志r,parts/130_d87e920_修改单据和修改志r.txt
131,d87ed10,OK,U8API/GroupVouch/Add,库存管理增和修改志r,组装单和修改志r,服务接口和修改志r,添加新单据,添加新单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/组装单和修改志r/服务接口和修改志r/添加新单据和修改志r,parts/131_d87ed10_添加新单据和修改志r.txt
132,d87ef80,OK,U8API/GroupVouch/Audit,库存管理增和修改志r,组装单和修改志r,服务接口和修改志r,审核单据,审核单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/组装单和修改志r/服务接口和修改志r/审核单据和修改志r,parts/132_d87ef80_审核单据和修改志r.txt
133,d87f190,OK,U8API/GroupVouch/CancelAudit,库存管理增和修改志r,组装单和修改志r,服务接口和修改志r,弃审单据,弃审单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/组装单和修改志r/服务接口和修改志r/弃审单据和修改志r,parts/133_d87f190_弃审单据和修改志r.txt
134,d87efb0,OK,U8API/GroupVouch/Delete,库存管理增和修改志r,组装单和修改志r,服务接口和修改志r,删除单据,删除单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/组装单和修改志r/服务接口和修改志r/删除单据和修改志r,parts/134_d87efb0_删除单据和修改志r.txt
135,d87eec0,OK,U8API/GroupVouch/Load,库存管理增和修改志r,组装单和修改志r,服务接口和修改志r,装载单据,装载单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/组装单和修改志r/服务接口和修改志r/装载单据和修改志r,parts/135_d87eec0_装载单据和修改志r.txt
136,d87ef50,OK,U8API/GroupVouch/Update,库存管理增和修改志r,组装单和修改志r,服务接口和修改志r,修改单据,修改单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/组装单和修改志r/服务接口和修改志r/修改单据和修改志r,parts/136_d87ef50_修改单据和修改志r.txt
137,d87ee60,OK,U8API/matchvouch/Add,库存管理增和修改志r,限额领料单和修改志r,服务接口和修改志r,添加新单据,添加新单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/限额领料单和修改志r/服务接口和修改志r/添加新单据和修改志r,parts/137_d87ee60_添加新单据和修改志r.txt
138,d87f130,OK,U8API/matchvouch/Audit,库存管理增和修改志r,限额领料单和修改志r,服务接口和修改志r,审核单据,审核单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/限额领料单和修改志r/服务接口和修改志r/审核单据和修改志r,parts/138_d87f130_审核单据和修改志r.txt
139,d87f160,OK,U8API/matchvouch/Delete,库存管理增和修改志r,限额领料单和修改志r,服务接口和修改志r,删除单据,删除单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/限额领料单和修改志r/服务接口和修改志r/删除单据和修改志r,parts/139_d87f160_删除单据和修改志r.txt
140,d87f1c0,OK,U8API/matchvouch/Load,库存管理增和修改志r,限额领料单和修改志r,服务接口和修改志r,装载单据,装载单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/限额领料单和修改志r/服务接口和修改志r/装载单据和修改志r,parts/140_d87f1c0_装载单据和修改志r.txt
141,d87ee90,OK,U8API/matchvouch/SplitVouch,库存管理增和修改志r,限额领料单和修改志r,服务接口和修改志r,分单,分单据和修改志r,U8API资源管理器/U8API源管理器/库存管理增和修改志r/限额领料单和修改志r/服务接口和修改志r/分单据和修改志r,parts/141_d87ee90_分单据和修改志r.txt
142,d87ec50,OK,U8API/matchvouch/Update,库存管理增和修改志r,限额领料单和修改志r,服务接口和修改志r,修改单据:签收，领料都调用此接口,修改单据:签收，领料都调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/限额领料单和修改志r/服务接口和修改志r/修改单据:签收，领料都调用此接口,parts/142_d87ec50_修改单据_签收，领料都调用此接口.txt
143,d87f5e0,OK,U8API/materialapp/Add,库存管理增和修改志r,领料申请单收，领料都调用此接口,服务接口收，领料都调用此接口,添加新单据,添加新单据收，领料都调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/领料申请单收，领料都调用此接口/服务接口收，领料都调用此接口/添加新单据收，领料都调用此接口,parts/143_d87f5e0_添加新单据收，领料都调用此接口.txt
144,d87f340,OK,U8API/materialapp/Audit,库存管理增和修改志r,领料申请单收，领料都调用此接口,服务接口收，领料都调用此接口,审核单据,审核单据收，领料都调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/领料申请单收，领料都调用此接口/服务接口收，领料都调用此接口/审核单据收，领料都调用此接口,parts/144_d87f340_审核单据收，领料都调用此接口.txt
145,d87f3d0,OK,U8API/materialapp/CancelAudit,库存管理增和修改志r,领料申请单收，领料都调用此接口,服务接口收，领料都调用此接口,弃审单据,弃审单据收，领料都调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/领料申请单收，领料都调用此接口/服务接口收，领料都调用此接口/弃审单据收，领料都调用此接口,parts/145_d87f3d0_弃审单据收，领料都调用此接口.txt
146,d87f4c0,OK,U8API/materialapp/Delete,库存管理增和修改志r,领料申请单收，领料都调用此接口,服务接口收，领料都调用此接口,删除单据,删除单据收，领料都调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/领料申请单收，领料都调用此接口/服务接口收，领料都调用此接口/删除单据收，领料都调用此接口,parts/146_d87f4c0_删除单据收，领料都调用此接口.txt
147,d87f6d0,OK,U8API/materialapp/Load,库存管理增和修改志r,领料申请单收，领料都调用此接口,服务接口收，领料都调用此接口,装载单据,装载单据收，领料都调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/领料申请单收，领料都调用此接口/服务接口收，领料都调用此接口/装载单据收，领料都调用此接口,parts/147_d87f6d0_装载单据收，领料都调用此接口.txt
148,d87f610,OK,U8API/materialapp/Update,库存管理增和修改志r,领料申请单收，领料都调用此接口,服务接口收，领料都调用此接口,修改单据,修改单据收，领料都调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/领料申请单收，领料都调用此接口/服务接口收，领料都调用此接口/修改单据收，领料都调用此接口,parts/148_d87f610_修改单据收，领料都调用此接口.txt
149,d8802d0,OK,U8API/MaterialOut/Add,库存管理增和修改志r,材料出库单收，领料都调用此接口,服务接口保存事件调用此接口,添加新单据,添加新单据存事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/材料出库单收，领料都调用此接口/服务接口保存事件调用此接口/添加新单据存事件调用此接口,parts/149_d8802d0_添加新单据存事件调用此接口.txt
150,d87ff10,OK,U8API/MaterialOut/Audit,库存管理增和修改志r,材料出库单收，领料都调用此接口,服务接口保存事件调用此接口,审核单据,审核单据存事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/材料出库单收，领料都调用此接口/服务接口保存事件调用此接口/审核单据存事件调用此接口,parts/150_d87ff10_审核单据存事件调用此接口.txt
151,d87ffd0,OK,U8API/MaterialOut/CancelAudit,库存管理增和修改志r,材料出库单收，领料都调用此接口,服务接口保存事件调用此接口,弃审单据,弃审单据存事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/材料出库单收，领料都调用此接口/服务接口保存事件调用此接口/弃审单据存事件调用此接口,parts/151_d87ffd0_弃审单据存事件调用此接口.txt
152,d880000,OK,U8API/MaterialOut/Delete,库存管理增和修改志r,材料出库单收，领料都调用此接口,服务接口保存事件调用此接口,删除单据,删除单据存事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/材料出库单收，领料都调用此接口/服务接口保存事件调用此接口/删除单据存事件调用此接口,parts/152_d880000_删除单据存事件调用此接口.txt
153,d880240,OK,U8API/MaterialOut/Load,库存管理增和修改志r,材料出库单收，领料都调用此接口,服务接口保存事件调用此接口,装载单据,装载单据存事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/材料出库单收，领料都调用此接口/服务接口保存事件调用此接口/装载单据存事件调用此接口,parts/153_d880240_装载单据存事件调用此接口.txt
154,d8801b0,OK,U8API/MaterialOut/Update,库存管理增和修改志r,材料出库单收，领料都调用此接口,服务接口保存事件调用此接口,修改单据,修改单据存事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/材料出库单收，领料都调用此接口/服务接口保存事件调用此接口/修改单据存事件调用此接口,parts/154_d8801b0_修改单据存事件调用此接口.txt
155,d8808a0,OK,U8API/otherin/Add,库存管理增和修改志r,其他入库单存事件调用此接口,服务接口除后事件调用此接口,添加新单据,添加新单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他入库单存事件调用此接口/服务接口除后事件调用此接口/添加新单据除后事件调用此接口,parts/155_d8808a0_添加新单据除后事件调用此接口.txt
156,d880420,OK,U8API/otherin/Audit,库存管理增和修改志r,其他入库单存事件调用此接口,服务接口除后事件调用此接口,审核单据,审核单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他入库单存事件调用此接口/服务接口除后事件调用此接口/审核单据除后事件调用此接口,parts/156_d880420_审核单据除后事件调用此接口.txt
157,d8807e0,OK,U8API/otherin/CancelAudit,库存管理增和修改志r,其他入库单存事件调用此接口,服务接口除后事件调用此接口,弃审单据,弃审单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他入库单存事件调用此接口/服务接口除后事件调用此接口/弃审单据除后事件调用此接口,parts/157_d8807e0_弃审单据除后事件调用此接口.txt
158,d8805a0,OK,U8API/otherin/Delete,库存管理增和修改志r,其他入库单存事件调用此接口,服务接口除后事件调用此接口,删除单据,删除单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他入库单存事件调用此接口/服务接口除后事件调用此接口/删除单据除后事件调用此接口,parts/158_d8805a0_删除单据除后事件调用此接口.txt
159,d880660,OK,U8API/otherin/Load,库存管理增和修改志r,其他入库单存事件调用此接口,服务接口除后事件调用此接口,装载单据,装载单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他入库单存事件调用此接口/服务接口除后事件调用此接口/装载单据除后事件调用此接口,parts/159_d880660_装载单据除后事件调用此接口.txt
160,d880810,OK,U8API/otherin/Update,库存管理增和修改志r,其他入库单存事件调用此接口,服务接口除后事件调用此接口,修改单据,修改单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他入库单存事件调用此接口/服务接口除后事件调用此接口/修改单据除后事件调用此接口,parts/160_d880810_修改单据除后事件调用此接口.txt
161,d880ba0,OK,U8API/otherout/Add,库存管理增和修改志r,其他出库单除后事件调用此接口,服务接口除后事件调用此接口,添加新单据,添加新单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他出库单除后事件调用此接口/服务接口除后事件调用此接口/添加新单据除后事件调用此接口,parts/161_d880ba0_添加新单据除后事件调用此接口.txt
162,d880de0,OK,U8API/otherout/Audit,库存管理增和修改志r,其他出库单除后事件调用此接口,服务接口除后事件调用此接口,审核单据,审核单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他出库单除后事件调用此接口/服务接口除后事件调用此接口/审核单据除后事件调用此接口,parts/162_d880de0_审核单据除后事件调用此接口.txt
163,d880a80,OK,U8API/otherout/CancelAudit,库存管理增和修改志r,其他出库单除后事件调用此接口,服务接口除后事件调用此接口,弃审单据,弃审单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他出库单除后事件调用此接口/服务接口除后事件调用此接口/弃审单据除后事件调用此接口,parts/163_d880a80_弃审单据除后事件调用此接口.txt
164,d880ae0,OK,U8API/otherout/Delete,库存管理增和修改志r,其他出库单除后事件调用此接口,服务接口除后事件调用此接口,删除单据,删除单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他出库单除后事件调用此接口/服务接口除后事件调用此接口/删除单据除后事件调用此接口,parts/164_d880ae0_删除单据除后事件调用此接口.txt
165,d880cf0,OK,U8API/otherout/Load,库存管理增和修改志r,其他出库单除后事件调用此接口,服务接口除后事件调用此接口,装载单据,装载单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他出库单除后事件调用此接口/服务接口除后事件调用此接口/装载单据除后事件调用此接口,parts/165_d880cf0_装载单据除后事件调用此接口.txt
166,d880c30,OK,U8API/otherout/Load,库存管理增和修改志r,其他出库单除后事件调用此接口,服务接口除后事件调用此接口,装载单据,修改单据除后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/其他出库单除后事件调用此接口/服务接口除后事件调用此接口/修改单据除后事件调用此接口,parts/166_d880c30_修改单据除后事件调用此接口.txt
167,d881110,OK,U8API/otherout/Update,库存管理增和修改志r,产成品入库单后事件调用此接口,服务接口后事件调用此接口,修改单据,添加新单据后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/产成品入库单后事件调用此接口/服务接口后事件调用此接口/添加新单据后事件调用此接口,parts/167_d881110_添加新单据后事件调用此接口.txt
168,d8811a0,OK,U8API/ProductIn/Audit,库存管理增和修改志r,产成品入库单后事件调用此接口,服务接口后事件调用此接口,审核单据,审核单据后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/产成品入库单后事件调用此接口/服务接口后事件调用此接口/审核单据后事件调用此接口,parts/168_d8811a0_审核单据后事件调用此接口.txt
169,d881530,OK,U8API/ProductIn/CancelAudit,库存管理增和修改志r,产成品入库单后事件调用此接口,服务接口后事件调用此接口,弃审单据,弃审单据后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/产成品入库单后事件调用此接口/服务接口后事件调用此接口/弃审单据后事件调用此接口,parts/169_d881530_弃审单据后事件调用此接口.txt
170,d881200,OK,U8API/ProductIn/Delete,库存管理增和修改志r,产成品入库单后事件调用此接口,服务接口后事件调用此接口,删除单据,删除单据后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/产成品入库单后事件调用此接口/服务接口后事件调用此接口/删除单据后事件调用此接口,parts/170_d881200_删除单据后事件调用此接口.txt
171,d881560,OK,U8API/ProductIn/Load,库存管理增和修改志r,产成品入库单后事件调用此接口,服务接口后事件调用此接口,装载单据,装载单据后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/产成品入库单后事件调用此接口/服务接口后事件调用此接口/装载单据后事件调用此接口,parts/171_d881560_装载单据后事件调用此接口.txt
172,d881230,OK,U8API/ProductIn/Update,库存管理增和修改志r,产成品入库单后事件调用此接口,服务接口后事件调用此接口,修改单据,修改单据后事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/产成品入库单后事件调用此接口/服务接口后事件调用此接口/修改单据后事件调用此接口,parts/172_d881230_修改单据后事件调用此接口.txt
173,d881ad0,OK,U8API/PuStoreIn/Add,库存管理增和修改志r,采购入库单后事件调用此接口,服务接口保存前事件调用此接口,添加新单据,添加新单据存前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/采购入库单后事件调用此接口/服务接口保存前事件调用此接口/添加新单据存前事件调用此接口,parts/173_d881ad0_添加新单据存前事件调用此接口.txt
174,d881680,OK,U8API/PuStoreIn/Audit,库存管理增和修改志r,采购入库单后事件调用此接口,服务接口保存前事件调用此接口,审核单据,审核单据存前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/采购入库单后事件调用此接口/服务接口保存前事件调用此接口/审核单据存前事件调用此接口,parts/174_d881680_审核单据存前事件调用此接口.txt
175,d881f20,OK,U8API/PuStoreIn/CancelAudit,库存管理增和修改志r,采购入库单后事件调用此接口,服务接口保存前事件调用此接口,弃审单据,弃审单据存前事件调用此接口,U8API资源管理器/U8API源管理器/库存管理增和修改志r/采购入库单后事件调用此接口/服务接口保存前事件调用此接口/弃审单据存前事件调用此接口,parts/175_d881f20_弃审单据存前事件调用此接口.txt
